GEOID,STATEFP,STATE,COUNTYFP,COUNTY,TOT_HOUS22,TOT_CHI22,TOT_MAR22,TOT_MAL22,TOT_FEM22,TOT_BPOV22,CHI_BPOV22,MAR_BPOV22,MAL_BPOV22,FEM_BPOV22,TOT_APOV22,CHI_APOV22,MAR_APOV22,MAL_APOV22,FEM_APOV22,TOT_CVAP22,BPV_CVAP22,APV_CVAP22
41019070000,41, Oregon,019, Douglas County,1696,498,385,74,39,51,33,19,14,0,1645,465,366,60,39,4333,356,3977
41019080001,41, Oregon,019, Douglas County,910,295,188,0,107,138,115,15,0,100,772,180,173,0,7,2348,363,1985
41019080002,41, Oregon,019, Douglas County,1426,571,289,100,182,34,0,0,0,0,1392,571,289,100,182,3862,440,3422
41019090001,41, Oregon,019, Douglas County,1562,482,264,98,120,101,78,0,10,68,1461,404,264,88,52,4050,515,3535
41019090002,41, Oregon,019, Douglas County,303,50,47,0,3,0,0,0,0,0,303,50,47,0,3,793,8,785
41019100000,41, Oregon,019, Douglas County,946,254,129,15,110,106,94,24,0,70,840,160,105,15,40,2960,695,2265
41019110000,41, Oregon,019, Douglas County,890,283,258,14,11,52,49,38,0,11,838,234,220,14,0,2272,186,2086
41019120001,41, Oregon,019, Douglas County,518,308,169,15,124,89,77,25,0,52,429,231,144,15,72,1825,286,1539
41019120002,41, Oregon,019, Douglas County,1039,567,354,64,149,158,137,19,0,118,881,430,335,64,31,3531,975,2556
41019130001,41, Oregon,019, Douglas County,724,463,197,51,215,45,0,0,0,0,679,463,197,51,215,1966,304,1662
41019130002,41, Oregon,019, Douglas County,519,260,99,64,97,48,12,0,12,0,471,248,99,52,97,2300,564,1736
41019140000,41, Oregon,019, Douglas County,1330,702,306,264,132,318,230,14,179,37,1012,472,292,85,95,4441,1087,3354
41019150001,41, Oregon,019, Douglas County,1216,418,182,125,111,56,19,0,0,19,1160,399,182,125,92,4219,585,3634
41019150002,41, Oregon,019, Douglas County,735,282,199,64,19,18,0,0,0,0,717,282,199,64,19,2096,167,1929
41019160001,41, Oregon,019, Douglas County,812,402,304,38,60,107,91,31,0,60,705,311,273,38,0,2208,319,1889
41019160002,41, Oregon,019, Douglas County,1030,371,270,45,56,53,25,0,25,0,977,346,270,20,56,3562,439,3123
41019170000,41, Oregon,019, Douglas County,1089,381,271,39,71,176,77,44,5,28,913,304,227,34,43,3277,444,2833
41019180000,41, Oregon,019, Douglas County,1276,568,275,131,162,153,135,31,26,78,1123,433,244,105,84,3564,505,3059
41019190000,41, Oregon,019, Douglas County,1061,251,125,39,87,63,24,3,1,20,998,227,122,38,67,3758,392,3366
41019200000,41, Oregon,019, Douglas County,1358,526,234,98,194,165,92,9,14,69,1193,434,225,84,125,3936,655,3281
41019210000,41, Oregon,019, Douglas County,1242,282,207,0,75,118,96,34,0,62,1124,186,173,0,13,3318,430,2888
41019990000,41, Oregon,019, Douglas County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41023960100,41, Oregon,023, Grant County,583,174,145,2,27,102,51,43,0,8,481,123,102,2,19,1793,334,1459
41023960201,41, Oregon,023, Grant County,399,126,103,10,13,23,3,3,0,0,376,123,100,10,13,1244,138,1106
41023960202,41, Oregon,023, Grant County,989,280,226,0,54,54,35,27,0,8,935,245,199,0,46,2793,421,2372
41059940000,41, Oregon,059, Umatilla County,706,319,119,67,133,79,52,19,5,28,627,267,100,62,105,2319,466,1853
41059950100,41, Oregon,059, Umatilla County,1188,448,267,57,124,173,83,0,46,37,1015,365,267,11,87,3597,430,3167
41059950201,41, Oregon,059, Umatilla County,812,608,314,122,172,101,101,0,32,69,711,507,314,90,103,2240,172,2068
41059950202,41, Oregon,059, Umatilla County,909,488,199,81,208,121,44,10,0,34,788,444,189,81,174,2543,406,2137
41059950300,41, Oregon,059, Umatilla County,840,289,235,10,44,19,6,0,0,6,821,283,235,10,38,2585,142,2443
41059950400,41, Oregon,059, Umatilla County,1199,615,390,56,169,147,137,12,0,125,1052,478,378,56,44,3478,344,3134
41059950500,41, Oregon,059, Umatilla County,1124,640,438,49,153,32,32,10,6,16,1092,608,428,43,137,3451,327,3124
41059950601,41, Oregon,059, Umatilla County,665,347,251,10,86,138,127,76,0,51,527,220,175,10,35,2309,543,1766
41059950602,41, Oregon,059, Umatilla County,904,530,331,62,137,88,62,0,0,62,816,468,331,62,75,2272,214,2058
41059950700,41, Oregon,059, Umatilla County,553,372,159,99,114,46,46,0,17,29,507,326,159,82,85,1728,221,1507
41059950800,41, Oregon,059, Umatilla County,1380,833,618,48,167,19,0,0,0,0,1361,833,618,48,167,3620,381,3239
41059950900,41, Oregon,059, Umatilla County,1393,839,507,27,305,141,141,19,0,122,1252,698,488,27,183,3977,501,3476
41059951000,41, Oregon,059, Umatilla County,1540,960,443,96,421,211,169,0,0,169,1329,791,443,96,252,3950,643,3307
41059951100,41, Oregon,059, Umatilla County,1510,895,538,136,221,26,26,0,0,26,1484,869,538,136,195,3574,176,3398
41059951201,41, Oregon,059, Umatilla County,1370,635,450,45,140,94,94,66,17,11,1276,541,384,28,129,3623,217,3406
41059951202,41, Oregon,059, Umatilla County,976,541,478,40,23,63,63,40,23,0,913,478,438,17,23,2639,328,2311
41059951300,41, Oregon,059, Umatilla County,1112,465,321,36,108,64,47,0,5,42,1048,418,321,31,66,2513,100,2413
41059951400,41, Oregon,059, Umatilla County,602,229,185,13,31,0,0,0,0,0,602,229,185,13,31,1721,120,1601
41003000101,41, Oregon,003, Benton County,902,487,215,35,237,225,153,11,0,142,677,334,204,35,95,2982,806,2176
41003000102,41, Oregon,003, Benton County,746,331,240,14,77,33,33,0,0,33,713,298,240,14,44,2448,296,2152
41003000202,41, Oregon,003, Benton County,1448,529,349,0,180,112,81,17,0,64,1336,448,332,0,116,4640,547,4093
41003000401,41, Oregon,003, Benton County,924,333,238,0,95,42,42,0,0,42,882,291,238,0,53,2359,100,2259
41003000402,41, Oregon,003, Benton County,1286,600,475,42,83,137,113,113,0,0,1149,487,362,42,83,3310,303,3007
41003000500,41, Oregon,003, Benton County,964,247,176,47,24,43,0,0,0,0,921,247,176,47,24,2649,157,2492
41003000600,41, Oregon,003, Benton County,1101,567,302,156,109,132,48,20,0,28,969,519,282,156,81,3504,626,2878
41003000900,41, Oregon,003, Benton County,1611,701,316,32,353,136,114,0,0,114,1475,587,316,32,239,4979,1216,3763
41003001001,41, Oregon,003, Benton County,784,460,215,186,59,88,67,0,67,0,696,393,215,119,59,3073,822,2251
41003001002,41, Oregon,003, Benton County,782,306,250,28,28,31,31,15,0,16,751,275,235,28,12,2579,418,2161
41003001101,41, Oregon,003, Benton County,210,58,44,0,14,107,39,29,0,10,103,19,15,0,4,3034,1907,1127
41003001102,41, Oregon,003, Benton County,371,153,115,19,19,37,19,0,19,0,334,134,115,0,19,3086,1322,1764
41003010101,41, Oregon,003, Benton County,1071,343,280,0,63,34,34,7,0,27,1037,309,273,0,36,3113,183,2930
41003010102,41, Oregon,003, Benton County,2083,837,762,22,53,83,40,0,0,40,2000,797,762,22,13,5121,192,4929
41003010200,41, Oregon,003, Benton County,1290,435,372,19,44,17,0,0,0,0,1273,435,372,19,44,3563,103,3460
41003010300,41, Oregon,003, Benton County,1142,355,302,36,17,41,34,20,0,14,1101,321,282,36,3,2785,205,2580
41003010400,41, Oregon,003, Benton County,1213,429,272,46,111,171,155,73,0,82,1042,274,199,46,29,3203,481,2722
41003010601,41, Oregon,003, Benton County,353,115,43,54,18,65,58,0,40,18,288,57,43,14,0,2507,895,1612
41003010602,41, Oregon,003, Benton County,165,44,26,0,18,74,44,26,0,18,91,0,0,0,0,1239,839,400
41003010702,41, Oregon,003, Benton County,270,70,58,8,4,13,13,5,8,0,257,57,53,0,4,1341,541,800
41003010800,41, Oregon,003, Benton County,1122,419,310,15,94,29,15,0,0,15,1093,404,310,15,79,3454,196,3258
41003010900,41, Oregon,003, Benton County,1384,412,335,62,15,15,15,0,0,15,1369,397,335,62,0,4911,773,4138
41025960101,41, Oregon,025, Harney County,722,314,239,28,47,26,22,8,0,14,696,292,231,28,33,1876,179,1697
41025960102,41, Oregon,025, Harney County,700,278,181,4,93,26,26,15,4,7,674,252,166,0,86,2337,307,2030
41025960200,41, Oregon,025, Harney County,585,195,151,34,10,31,20,16,0,4,554,175,135,34,6,1597,117,1480
41007950100,41, Oregon,007, Clatsop County,812,359,242,40,77,27,0,0,0,0,785,359,242,40,77,2451,198,2253
41007950200,41, Oregon,007, Clatsop County,1058,384,227,53,104,14,14,0,14,0,1044,370,227,39,104,3145,292,2853
41007950300,41, Oregon,007, Clatsop County,599,192,160,9,23,41,27,27,0,0,558,165,133,9,23,2382,405,1977
41007950400,41, Oregon,007, Clatsop County,770,228,175,42,11,53,47,26,21,0,717,181,149,21,11,3045,343,2702
41007950500,41, Oregon,007, Clatsop County,1388,568,381,121,66,25,14,0,14,0,1363,554,381,107,66,4153,316,3837
41007950600,41, Oregon,007, Clatsop County,879,484,376,29,79,50,27,0,0,27,829,457,376,29,52,2616,120,2496
41007950700,41, Oregon,007, Clatsop County,788,306,205,31,70,12,9,6,0,3,776,297,199,31,67,1965,109,1856
41007950900,41, Oregon,007, Clatsop County,981,313,228,85,0,73,33,33,0,0,908,280,195,85,0,4050,536,3514
41007951100,41, Oregon,007, Clatsop County,1042,326,247,51,28,53,38,30,8,0,989,288,217,43,28,3533,530,3003
41007951200,41, Oregon,007, Clatsop County,890,332,267,46,19,56,20,17,3,0,834,312,250,43,19,2685,285,2400
41007951300,41, Oregon,007, Clatsop County,694,150,128,11,11,24,0,0,0,0,670,150,128,11,11,2403,123,2280
41007990000,41, Oregon,007, Clatsop County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41005020101,41, Oregon,005, Clackamas County,603,246,235,10,1,43,0,0,0,0,560,246,235,10,1,1831,129,1702
41005020102,41, Oregon,005, Clackamas County,706,311,297,14,0,11,0,0,0,0,695,311,297,14,0,1873,85,1788
41005020201,41, Oregon,005, Clackamas County,1230,507,391,43,73,33,18,0,0,18,1197,489,391,43,55,3561,193,3368
41005020202,41, Oregon,005, Clackamas County,571,301,260,30,11,12,4,0,0,4,559,297,260,30,7,1901,124,1777
41005020302,41, Oregon,005, Clackamas County,1292,722,654,39,29,23,8,8,0,0,1269,714,646,39,29,3041,110,2931
41005020303,41, Oregon,005, Clackamas County,1533,622,318,77,227,19,19,0,0,19,1514,603,318,77,208,3798,84,3714
41005020304,41, Oregon,005, Clackamas County,1753,940,619,123,198,0,0,0,0,0,1753,940,619,123,198,3623,55,3568
41005020401,41, Oregon,005, Clackamas County,1582,858,806,15,37,47,45,45,0,0,1535,813,761,15,37,3935,70,3865
41005020403,41, Oregon,005, Clackamas County,1179,658,623,21,14,61,28,28,0,0,1118,630,595,21,14,2820,151,2669
41005020404,41, Oregon,005, Clackamas County,1258,510,376,9,125,26,0,0,0,0,1232,510,376,9,125,3185,72,3113
41005020503,41, Oregon,005, Clackamas County,719,383,336,20,27,0,0,0,0,0,719,383,336,20,27,1929,42,1887
41005020504,41, Oregon,005, Clackamas County,2094,972,906,0,66,44,24,0,0,24,2050,948,906,0,42,5141,218,4923
41005020505,41, Oregon,005, Clackamas County,744,249,220,0,29,0,0,0,0,0,744,249,220,0,29,2058,185,1873
41005020506,41, Oregon,005, Clackamas County,823,346,312,0,34,32,13,13,0,0,791,333,299,0,34,2271,159,2112
41005020507,41, Oregon,005, Clackamas County,1072,619,427,28,164,118,118,47,0,71,954,501,380,28,93,2636,363,2273
41005020601,41, Oregon,005, Clackamas County,847,382,323,0,59,25,9,0,0,9,822,373,323,0,50,2330,173,2157
41005020602,41, Oregon,005, Clackamas County,1506,715,630,0,85,12,0,0,0,0,1494,715,630,0,85,4040,81,3959
41005020700,41, Oregon,005, Clackamas County,1127,614,498,11,105,34,11,0,0,11,1093,603,498,11,94,2714,138,2576
41005020800,41, Oregon,005, Clackamas County,996,516,334,67,115,21,21,0,0,21,975,495,334,67,94,3382,258,3124
41005020900,41, Oregon,005, Clackamas County,1080,617,298,36,283,93,69,0,15,54,987,548,298,21,229,3377,303,3074
41005021000,41, Oregon,005, Clackamas County,1116,443,314,31,98,59,43,14,0,29,1057,400,300,31,69,3996,257,3739
41005021100,41, Oregon,005, Clackamas County,1414,558,241,142,175,40,40,0,0,40,1374,518,241,142,135,4156,238,3918
41005021200,41, Oregon,005, Clackamas County,724,185,83,35,67,111,34,0,0,34,613,151,83,35,33,3126,438,2688
41005021300,41, Oregon,005, Clackamas County,1725,805,428,63,314,49,49,0,0,49,1676,756,428,63,265,4990,410,4580
41005021400,41, Oregon,005, Clackamas County,1144,521,461,24,36,26,0,0,0,0,1118,521,461,24,36,3684,384,3300
41005021500,41, Oregon,005, Clackamas County,1391,597,429,62,106,38,12,0,0,12,1353,585,429,62,94,4106,394,3712
41005021601,41, Oregon,005, Clackamas County,1615,668,419,109,140,32,32,0,0,32,1583,636,419,109,108,5293,314,4979
41005021602,41, Oregon,005, Clackamas County,1278,607,322,94,191,76,60,22,24,14,1202,547,300,70,177,3746,251,3495
41005021700,41, Oregon,005, Clackamas County,1719,505,321,24,160,162,119,0,24,95,1557,386,321,0,65,4867,468,4399
41005021801,41, Oregon,005, Clackamas County,1715,564,459,87,18,58,23,0,23,0,1657,541,459,64,18,4329,266,4063
41005021802,41, Oregon,005, Clackamas County,1145,625,333,10,282,228,199,0,10,189,917,426,333,0,93,3405,596,2809
41005021900,41, Oregon,005, Clackamas County,1007,363,91,68,204,176,107,0,10,97,831,256,91,58,107,2686,469,2217
41005022000,41, Oregon,005, Clackamas County,1916,555,354,109,92,167,63,63,0,0,1749,492,291,109,92,5368,562,4806
41005022101,41, Oregon,005, Clackamas County,1681,655,542,22,91,155,89,56,0,33,1526,566,486,22,58,5367,872,4495
41005022105,41, Oregon,005, Clackamas County,1788,814,655,29,130,150,132,66,0,66,1638,682,589,29,64,4856,249,4607
41005022107,41, Oregon,005, Clackamas County,870,513,203,76,234,191,164,0,47,117,679,349,203,29,117,3434,632,2802
41005022108,41, Oregon,005, Clackamas County,761,354,237,42,75,34,3,0,3,0,727,351,237,39,75,2633,161,2472
41005022109,41, Oregon,005, Clackamas County,830,539,387,22,130,103,103,22,0,81,727,436,365,22,49,2242,284,1958
41005022110,41, Oregon,005, Clackamas County,1449,631,605,0,26,8,8,8,0,0,1441,623,597,0,26,3487,107,3380
41005022201,41, Oregon,005, Clackamas County,1222,678,176,105,397,403,341,26,77,238,819,337,150,28,159,4140,991,3149
41005022205,41, Oregon,005, Clackamas County,1006,427,340,61,26,105,66,40,26,0,901,361,300,35,26,3188,434,2754
41005022206,41, Oregon,005, Clackamas County,1648,597,480,44,73,48,48,26,0,22,1600,549,454,44,51,5240,316,4924
41005022207,41, Oregon,005, Clackamas County,1909,959,687,151,121,12,8,0,0,8,1897,951,687,151,113,4771,167,4604
41005022208,41, Oregon,005, Clackamas County,2502,1288,954,86,248,29,29,19,0,10,2473,1259,935,86,238,6090,75,6015
41005022301,41, Oregon,005, Clackamas County,1091,390,268,42,80,73,56,12,0,44,1018,334,256,42,36,3537,420,3117
41005022302,41, Oregon,005, Clackamas County,1710,543,351,31,161,81,57,12,0,45,1629,486,339,31,116,4916,284,4632
41005022400,41, Oregon,005, Clackamas County,873,371,243,0,128,57,54,14,0,40,816,317,229,0,88,3376,296,3080
41005022501,41, Oregon,005, Clackamas County,858,394,280,99,15,21,0,0,0,0,837,394,280,99,15,2388,120,2268
41005022502,41, Oregon,005, Clackamas County,825,507,253,0,254,100,66,0,0,66,725,441,253,0,188,3398,401,2997
41005022602,41, Oregon,005, Clackamas County,1349,488,388,17,83,41,36,0,0,36,1308,452,388,17,47,3849,200,3649
41005022603,41, Oregon,005, Clackamas County,814,428,356,0,72,68,68,32,0,36,746,360,324,0,36,2652,249,2403
41005022605,41, Oregon,005, Clackamas County,2190,1124,891,77,156,99,99,33,0,66,2091,1025,858,77,90,5862,231,5631
41005022606,41, Oregon,005, Clackamas County,1683,874,690,13,171,16,0,0,0,0,1667,874,690,13,171,4192,165,4027
41005022702,41, Oregon,005, Clackamas County,2036,727,665,0,62,52,39,39,0,0,1984,688,626,0,62,5157,237,4920
41005022707,41, Oregon,005, Clackamas County,2276,1115,679,81,355,139,108,0,0,108,2137,1007,679,81,247,5680,328,5352
41005022708,41, Oregon,005, Clackamas County,1052,531,434,8,89,0,0,0,0,0,1052,531,434,8,89,3558,155,3403
41005022710,41, Oregon,005, Clackamas County,663,353,205,43,105,41,39,17,0,22,622,314,188,43,83,1877,209,1668
41005022800,41, Oregon,005, Clackamas County,1165,220,216,1,3,46,3,0,0,3,1119,217,216,1,0,3690,240,3450
41005022901,41, Oregon,005, Clackamas County,1292,539,453,23,63,7,0,0,0,0,1285,539,453,23,63,3345,88,3257
41005022904,41, Oregon,005, Clackamas County,995,563,366,0,197,105,99,0,0,99,890,464,366,0,98,2761,465,2296
41005022905,41, Oregon,005, Clackamas County,1209,552,449,47,56,21,11,0,11,0,1188,541,449,36,56,3195,142,3053
41005022906,41, Oregon,005, Clackamas County,830,280,202,23,55,23,0,0,0,0,807,280,202,23,55,2615,211,2404
41005022907,41, Oregon,005, Clackamas County,963,512,377,58,77,100,80,24,0,56,863,432,353,58,21,2263,275,1988
41005023001,41, Oregon,005, Clackamas County,951,335,286,12,37,19,19,0,0,19,932,316,286,12,18,2583,91,2492
41005023002,41, Oregon,005, Clackamas County,1111,468,400,56,12,91,37,37,0,0,1020,431,363,56,12,2941,345,2596
41005023100,41, Oregon,005, Clackamas County,1859,815,648,0,167,0,0,0,0,0,1859,815,648,0,167,4801,164,4637
41005023201,41, Oregon,005, Clackamas County,1087,354,344,0,10,26,8,8,0,0,1061,346,336,0,10,3353,174,3179
41005023202,41, Oregon,005, Clackamas County,2461,1306,876,159,271,103,64,39,0,25,2358,1242,837,159,246,6436,373,6063
41005023300,41, Oregon,005, Clackamas County,1571,564,516,38,10,27,9,0,9,0,1544,555,516,29,10,4228,110,4118
41005023401,41, Oregon,005, Clackamas County,1330,521,430,60,31,7,0,0,0,0,1323,521,430,60,31,3672,97,3575
41005023403,41, Oregon,005, Clackamas County,1675,1027,812,41,174,26,10,0,0,10,1649,1017,812,41,164,4465,113,4352
41005023404,41, Oregon,005, Clackamas County,1724,797,624,82,91,89,29,0,0,29,1635,768,624,82,62,5081,399,4682
41005023500,41, Oregon,005, Clackamas County,1476,494,336,20,138,111,94,17,0,77,1365,400,319,20,61,4148,371,3777
41005023600,41, Oregon,005, Clackamas County,963,318,259,33,26,81,0,0,0,0,882,318,259,33,26,3150,445,2705
41005023700,41, Oregon,005, Clackamas County,1386,437,347,58,32,45,7,7,0,0,1341,430,340,58,32,4189,307,3882
41005023800,41, Oregon,005, Clackamas County,1736,723,686,37,0,47,37,0,37,0,1689,686,686,0,0,4826,112,4714
41005023901,41, Oregon,005, Clackamas County,1410,842,781,33,28,44,20,20,0,0,1366,822,761,33,28,4038,246,3792
41005023902,41, Oregon,005, Clackamas County,1409,825,574,62,189,124,49,39,0,10,1285,776,535,62,179,4480,462,4018
41005024000,41, Oregon,005, Clackamas County,737,300,209,10,81,69,49,20,0,29,668,251,189,10,52,1907,144,1763
41005024100,41, Oregon,005, Clackamas County,1225,474,387,33,54,17,17,0,0,17,1208,457,387,33,37,4157,507,3650
41005024200,41, Oregon,005, Clackamas County,2024,716,515,77,124,199,55,0,0,55,1825,661,515,77,69,6149,967,5182
41005024302,41, Oregon,005, Clackamas County,1463,564,473,38,53,133,23,0,0,23,1330,541,473,38,30,4314,467,3847
41005024303,41, Oregon,005, Clackamas County,812,208,154,12,42,43,13,13,0,0,769,195,141,12,42,2555,138,2417
41005024304,41, Oregon,005, Clackamas County,597,180,155,12,13,13,13,0,0,13,584,167,155,12,0,1871,160,1711
41005024401,41, Oregon,005, Clackamas County,1052,403,235,27,141,77,77,14,23,40,975,326,221,4,101,2744,229,2515
41005024402,41, Oregon,005, Clackamas County,1352,880,730,140,10,87,51,51,0,0,1265,829,679,140,10,3814,545,3269
41005980000,41, Oregon,005, Clackamas County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,10,31
41029000100,41, Oregon,029, Jackson County,455,231,95,34,102,130,66,13,0,53,325,165,82,34,49,1529,449,1080
41029000201,41, Oregon,029, Jackson County,680,318,171,56,91,61,41,14,0,27,619,277,157,56,64,2830,521,2309
41029000202,41, Oregon,029, Jackson County,880,492,290,68,134,120,109,54,38,17,760,383,236,30,117,2622,536,2086
41029000203,41, Oregon,029, Jackson County,934,460,117,62,281,171,154,21,0,133,763,306,96,62,148,2937,489,2448
41029000300,41, Oregon,029, Jackson County,1264,692,333,21,338,75,55,0,0,55,1189,637,333,21,283,4710,786,3924
41029000403,41, Oregon,029, Jackson County,1310,485,397,34,54,57,51,11,0,40,1253,434,386,34,14,3391,248,3143
41029000404,41, Oregon,029, Jackson County,1665,853,700,19,134,32,21,0,12,9,1633,832,700,7,125,3958,126,3832
41029000405,41, Oregon,029, Jackson County,952,445,315,59,71,97,87,33,0,54,855,358,282,59,17,3383,539,2844
41029000406,41, Oregon,029, Jackson County,1073,488,291,71,126,170,118,0,71,47,903,370,291,0,79,3607,661,2946
41029000501,41, Oregon,029, Jackson County,712,330,159,92,79,65,65,9,56,0,647,265,150,36,79,2308,301,2007
41029000502,41, Oregon,029, Jackson County,1236,828,616,37,175,237,237,133,37,67,999,591,483,0,108,4185,1021,3164
41029000603,41, Oregon,029, Jackson County,1125,532,453,30,49,16,0,0,0,0,1109,532,453,30,49,2899,109,2790
41029000604,41, Oregon,029, Jackson County,1108,487,289,87,111,0,0,0,0,0,1108,487,289,87,111,2947,130,2817
41029000605,41, Oregon,029, Jackson County,909,309,147,11,151,55,48,0,0,48,854,261,147,11,103,2747,299,2448
41029000606,41, Oregon,029, Jackson County,601,173,56,16,101,20,0,0,0,0,581,173,56,16,101,1586,59,1527
41029000701,41, Oregon,029, Jackson County,1194,616,307,79,230,45,24,0,0,24,1149,592,307,79,206,3922,476,3446
41029000702,41, Oregon,029, Jackson County,1386,726,698,0,28,115,96,68,0,28,1271,630,630,0,0,3740,281,3459
41029000800,41, Oregon,029, Jackson County,1948,1024,674,91,259,227,191,191,0,0,1721,833,483,91,259,5456,936,4520
41029000901,41, Oregon,029, Jackson County,795,406,356,27,23,84,84,84,0,0,711,322,272,27,23,2225,358,1867
41029000902,41, Oregon,029, Jackson County,1851,986,760,126,100,118,118,21,71,26,1733,868,739,55,74,5221,360,4861
41029001001,41, Oregon,029, Jackson County,1548,638,286,123,229,61,28,0,0,28,1487,610,286,123,201,4818,438,4380
41029001002,41, Oregon,029, Jackson County,1089,627,468,50,109,52,52,2,27,23,1037,575,466,23,86,3349,253,3096
41029001100,41, Oregon,029, Jackson County,1602,513,256,59,198,23,23,23,0,0,1579,490,233,59,198,4622,454,4168
41029001200,41, Oregon,029, Jackson County,1065,572,466,29,77,39,10,0,0,10,1026,562,466,29,67,2926,180,2746
41029001301,41, Oregon,029, Jackson County,1260,610,476,18,116,130,84,20,8,56,1130,526,456,10,60,4517,917,3600
41029001303,41, Oregon,029, Jackson County,1564,1056,670,257,129,322,322,286,0,36,1242,734,384,257,93,3640,717,2923
41029001304,41, Oregon,029, Jackson County,1528,485,384,62,39,68,40,1,0,39,1460,445,383,62,0,4250,529,3721
41029001401,41, Oregon,029, Jackson County,1503,977,522,194,261,225,156,0,0,156,1278,821,522,194,105,3970,405,3565
41029001402,41, Oregon,029, Jackson County,248,28,20,8,0,0,0,0,0,0,248,28,20,8,0,859,91,768
41029001403,41, Oregon,029, Jackson County,1249,376,222,26,128,100,0,0,0,0,1149,376,222,26,128,3061,270,2791
41029001500,41, Oregon,029, Jackson County,1448,333,227,38,68,45,20,0,0,20,1403,313,227,38,48,4183,278,3905
41029001601,41, Oregon,029, Jackson County,1065,330,179,79,72,38,38,26,12,0,1027,292,153,67,72,3314,285,3029
41029001602,41, Oregon,029, Jackson County,1507,491,378,36,77,83,65,18,0,47,1424,426,360,36,30,4931,473,4458
41029001701,41, Oregon,029, Jackson County,715,324,160,44,120,93,52,22,0,30,622,272,138,44,90,2394,467,1927
41029001702,41, Oregon,029, Jackson County,818,468,325,0,143,87,87,87,0,0,731,381,238,0,143,3429,731,2698
41029001801,41, Oregon,029, Jackson County,1258,567,256,16,295,228,216,0,0,216,1030,351,256,16,79,3315,445,2870
41029001802,41, Oregon,029, Jackson County,992,349,180,66,103,87,58,12,46,0,905,291,168,20,103,3399,758,2641
41029001900,41, Oregon,029, Jackson County,348,142,76,16,50,61,61,11,0,50,287,81,65,16,0,1817,575,1242
41029002000,41, Oregon,029, Jackson County,423,144,122,0,22,49,14,0,0,14,374,130,122,0,8,1887,287,1600
41029002100,41, Oregon,029, Jackson County,955,192,160,0,32,46,25,7,0,18,909,167,153,0,14,2980,299,2681
41029002200,41, Oregon,029, Jackson County,1371,355,260,31,64,66,45,22,0,23,1305,310,238,31,41,4574,460,4114
41029002300,41, Oregon,029, Jackson County,556,149,103,36,10,13,0,0,0,0,543,149,103,36,10,1403,61,1342
41029002400,41, Oregon,029, Jackson County,479,139,92,16,31,25,20,6,0,14,454,119,86,16,17,1774,130,1644
41029002500,41, Oregon,029, Jackson County,763,250,188,46,16,54,19,19,0,0,709,231,169,46,16,2322,283,2039
41029002600,41, Oregon,029, Jackson County,737,225,160,51,14,28,17,5,6,6,709,208,155,45,8,2105,250,1855
41029002701,41, Oregon,029, Jackson County,854,326,169,25,132,121,93,17,0,76,733,233,152,25,56,2417,350,2067
41029002702,41, Oregon,029, Jackson County,1257,310,279,0,31,33,21,0,0,21,1224,289,279,0,10,3784,550,3234
41029002800,41, Oregon,029, Jackson County,1392,437,288,32,117,102,57,20,0,37,1290,380,268,32,80,3899,480,3419
41029002901,41, Oregon,029, Jackson County,840,281,205,42,34,41,7,7,0,0,799,274,198,42,34,2489,277,2212
41029002902,41, Oregon,029, Jackson County,1181,479,393,11,75,27,0,0,0,0,1154,479,393,11,75,3121,153,2968
41029003001,41, Oregon,029, Jackson County,1262,424,237,38,149,103,48,19,19,10,1159,376,218,19,139,3222,369,2853
41029003002,41, Oregon,029, Jackson County,1399,282,179,18,85,39,35,0,0,35,1360,247,179,18,50,4007,285,3722
41013950101,41, Oregon,013, Crook County,951,440,393,47,0,0,0,0,0,0,951,440,393,47,0,2791,110,2681
41013950102,41, Oregon,013, Crook County,1396,572,380,102,90,33,25,0,0,25,1363,547,380,102,65,3771,121,3650
41013950200,41, Oregon,013, Crook County,1385,579,390,117,72,42,38,0,0,38,1343,541,390,117,34,3783,344,3439
41013950301,41, Oregon,013, Crook County,1164,318,200,70,48,41,26,0,0,26,1123,292,200,70,22,3351,269,3082
41013950302,41, Oregon,013, Crook County,973,457,191,68,198,152,142,10,47,85,821,315,181,21,113,2597,375,2222
41013950401,41, Oregon,013, Crook County,760,210,118,92,0,31,0,0,0,0,729,210,118,92,0,1788,85,1703
41013950402,41, Oregon,013, Crook County,557,241,179,62,0,13,4,4,0,0,544,237,175,62,0,1791,139,1652
