GEOID,STATEFP,STATE,COUNTYFP,COUNTY,TOT_HOUS22,TOT_CHI22,TOT_MAR22,TOT_MAL22,TOT_FEM22,TOT_BPOV22,CHI_BPOV22,MAR_BPOV22,MAL_BPOV22,FEM_BPOV22,TOT_APOV22,CHI_APOV22,MAR_APOV22,MAL_APOV22,FEM_APOV22,TOT_CVAP22,BPV_CVAP22,APV_CVAP22
41011000101,41, Oregon,011, Coos County,495,103,76,6,21,41,4,4,0,0,454,99,72,6,21,1476,208,1268
41011000102,41, Oregon,011, Coos County,577,85,20,0,65,169,46,0,0,46,408,39,20,0,19,1553,431,1122
41011000103,41, Oregon,011, Coos County,752,289,269,0,20,0,0,0,0,0,752,289,269,0,20,2023,60,1963
41011000200,41, Oregon,011, Coos County,748,228,141,82,5,67,27,14,8,5,681,201,127,74,0,2419,232,2187
41011000300,41, Oregon,011, Coos County,828,332,173,45,114,104,80,45,9,26,724,252,128,36,88,2887,390,2497
41011000401,41, Oregon,011, Coos County,767,417,303,11,103,139,139,71,0,68,628,278,232,11,35,2120,165,1955
41011000402,41, Oregon,011, Coos County,1231,413,203,0,210,237,203,25,0,178,994,210,178,0,32,2955,370,2585
41011000502,41, Oregon,011, Coos County,692,175,91,0,84,10,0,0,0,0,682,175,91,0,84,2238,161,2077
41011000503,41, Oregon,011, Coos County,719,198,137,39,22,91,50,17,20,13,628,148,120,19,9,2350,259,2091
41011000505,41, Oregon,011, Coos County,979,347,53,169,125,94,70,17,0,53,885,277,36,169,72,3124,396,2728
41011000506,41, Oregon,011, Coos County,534,253,88,55,110,57,41,2,0,39,477,212,86,55,71,1653,286,1367
41011000600,41, Oregon,011, Coos County,656,276,171,73,32,24,13,0,0,13,632,263,171,73,19,2156,218,1938
41011000701,41, Oregon,011, Coos County,895,382,221,21,140,73,73,0,0,73,822,309,221,21,67,3237,506,2731
41011000702,41, Oregon,011, Coos County,829,355,204,26,125,142,106,0,0,106,687,249,204,26,19,2478,516,1962
41011000800,41, Oregon,011, Coos County,873,255,208,9,38,6,0,0,0,0,867,255,208,9,38,2448,158,2290
41011000901,41, Oregon,011, Coos County,830,295,177,11,107,54,32,0,0,32,776,263,177,11,75,2597,286,2311
41011000902,41, Oregon,011, Coos County,1057,473,349,91,33,50,50,50,0,0,1007,423,299,91,33,2636,446,2190
41011001001,41, Oregon,011, Coos County,781,334,276,5,53,69,20,20,0,0,712,314,256,5,53,2888,461,2427
41011001002,41, Oregon,011, Coos County,1131,277,165,0,112,149,116,38,0,78,982,161,127,0,34,3277,743,2534
41011001101,41, Oregon,011, Coos County,758,314,154,126,34,164,153,29,120,4,594,161,125,6,30,2338,568,1770
41011001102,41, Oregon,011, Coos County,823,253,180,30,43,111,47,13,6,28,712,206,167,24,15,2618,428,2190
41011990101,41, Oregon,011, Coos County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41021960100,41, Oregon,021, Gilliam County,449,161,122,14,25,12,7,7,0,0,437,154,115,14,25,1534,220,1314
41015950100,41, Oregon,015, Curry County,891,175,101,37,37,110,82,52,0,30,781,93,49,37,7,2635,532,2103
41015950201,41, Oregon,015, Curry County,1134,296,183,0,113,178,77,16,0,61,956,219,167,0,52,3023,391,2632
41015950202,41, Oregon,015, Curry County,797,172,106,66,0,54,0,0,0,0,743,172,106,66,0,1935,268,1667
41015950301,41, Oregon,015, Curry County,1532,603,326,123,154,137,0,0,0,0,1395,603,326,123,154,3601,580,3021
41015950302,41, Oregon,015, Curry County,1551,479,224,102,153,0,0,0,0,0,1551,479,224,102,153,4078,313,3765
41015950401,41, Oregon,015, Curry County,1060,224,112,15,97,64,17,17,0,0,996,207,95,15,97,2644,333,2311
41015950402,41, Oregon,015, Curry County,587,36,36,0,0,45,0,0,0,0,542,36,36,0,0,1573,102,1471
41015990101,41, Oregon,015, Curry County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41031940000,41, Oregon,031, Jefferson County,575,360,92,33,235,155,120,25,10,85,420,240,67,23,150,1873,423,1450
41031960100,41, Oregon,031, Jefferson County,405,142,106,21,15,7,0,0,0,0,398,142,106,21,15,1080,59,1021
41031960201,41, Oregon,031, Jefferson County,709,376,159,52,165,194,173,51,0,122,515,203,108,52,43,2087,487,1600
41031960202,41, Oregon,031, Jefferson County,1731,868,389,320,159,189,133,13,120,0,1542,735,376,200,159,4143,508,3635
41031960301,41, Oregon,031, Jefferson County,1448,283,181,23,79,130,0,0,0,0,1318,283,181,23,79,3852,447,3405
41031960303,41, Oregon,031, Jefferson County,267,61,46,5,10,17,5,0,0,5,250,56,46,5,5,714,31,683
41031960304,41, Oregon,031, Jefferson County,674,363,263,59,41,13,8,8,0,0,661,355,255,59,41,2033,101,1932
41031960305,41, Oregon,031, Jefferson County,459,153,103,27,23,36,16,3,0,13,423,137,100,27,10,1269,143,1126
41043020101,41, Oregon,043, Linn County,1617,671,631,28,12,40,38,24,2,12,1577,633,607,26,0,4134,182,3952
41043020102,41, Oregon,043, Linn County,573,321,263,26,32,13,13,13,0,0,560,308,250,26,32,1806,68,1738
41043020103,41, Oregon,043, Linn County,759,301,249,0,52,85,85,47,0,38,674,216,202,0,14,2072,327,1745
41043020200,41, Oregon,043, Linn County,415,133,97,14,22,21,0,0,0,0,394,133,97,14,22,1429,178,1251
41043020300,41, Oregon,043, Linn County,1850,801,549,52,200,122,81,10,0,71,1728,720,539,52,129,5771,438,5333
41043020400,41, Oregon,043, Linn County,1037,504,274,74,156,55,55,9,0,46,982,449,265,74,110,3414,568,2846
41043020500,41, Oregon,043, Linn County,1071,581,429,64,88,68,60,8,27,25,1003,521,421,37,63,2984,219,2765
41043020601,41, Oregon,043, Linn County,922,398,251,30,117,18,18,0,18,0,904,380,251,12,117,2724,226,2498
41043020602,41, Oregon,043, Linn County,1331,746,440,59,247,169,158,15,31,112,1162,588,425,28,135,3755,366,3389
41043020700,41, Oregon,043, Linn County,1560,705,510,47,148,58,4,0,0,4,1502,701,510,47,144,3954,433,3521
41043020801,41, Oregon,043, Linn County,488,206,102,23,81,91,75,35,4,36,397,131,67,19,45,1899,512,1387
41043020802,41, Oregon,043, Linn County,1547,846,629,19,198,271,185,110,0,75,1276,661,519,19,123,3913,700,3213
41043030100,41, Oregon,043, Linn County,1847,481,429,7,45,46,45,36,0,9,1801,436,393,7,36,4903,166,4737
41043030201,41, Oregon,043, Linn County,910,379,230,75,74,48,48,16,9,23,862,331,214,66,51,2531,208,2323
41043030202,41, Oregon,043, Linn County,868,311,236,22,53,40,22,0,20,2,828,289,236,2,51,2831,299,2532
41043030300,41, Oregon,043, Linn County,662,225,156,45,24,46,16,16,0,0,616,209,140,45,24,1942,148,1794
41043030401,41, Oregon,043, Linn County,1863,888,579,195,114,159,102,28,58,16,1704,786,551,137,98,5577,1067,4510
41043030403,41, Oregon,043, Linn County,1135,364,106,32,226,56,16,0,0,16,1079,348,106,32,210,2943,327,2616
41043030404,41, Oregon,043, Linn County,1140,491,297,97,97,110,105,80,14,11,1030,386,217,83,86,2985,484,2501
41043030500,41, Oregon,043, Linn County,1144,388,330,18,40,39,32,25,0,7,1105,356,305,18,33,3451,305,3146
41043030600,41, Oregon,043, Linn County,1968,979,736,79,164,187,125,64,0,61,1781,854,672,79,103,5581,650,4931
41043030700,41, Oregon,043, Linn County,1316,301,247,0,54,34,23,8,0,15,1282,278,239,0,39,3302,189,3113
41043030801,41, Oregon,043, Linn County,1354,607,380,46,181,195,111,67,0,44,1159,496,313,46,137,4177,898,3279
41043030802,41, Oregon,043, Linn County,1005,326,282,12,32,81,67,55,0,12,924,259,227,12,20,3188,455,2733
41043030903,41, Oregon,043, Linn County,1585,666,339,175,152,168,56,21,0,35,1417,610,318,175,117,4924,607,4317
41043030904,41, Oregon,043, Linn County,1355,516,402,50,64,107,77,26,8,43,1248,439,376,42,21,3715,481,3234
41043030905,41, Oregon,043, Linn County,923,297,236,16,45,26,0,0,0,0,897,297,236,16,45,2741,234,2507
41043030906,41, Oregon,043, Linn County,1241,299,202,24,73,81,20,3,0,17,1160,279,199,24,56,3502,310,3192
41045940000,41, Oregon,045, Malheur County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41045970200,41, Oregon,045, Malheur County,1102,401,260,83,58,137,110,29,42,39,965,291,231,41,19,3409,467,2942
41045970300,41, Oregon,045, Malheur County,879,483,247,43,193,123,83,17,14,52,756,400,230,29,141,2745,562,2183
41045970400,41, Oregon,045, Malheur County,1015,594,287,48,259,213,154,91,14,49,802,440,196,34,210,3105,818,2287
41045970500,41, Oregon,045, Malheur County,1074,634,400,29,205,188,152,70,14,68,886,482,330,15,137,2626,401,2225
41045970600,41, Oregon,045, Malheur County,1114,510,340,81,89,163,75,5,34,36,951,435,335,47,53,3055,485,2570
41045970700,41, Oregon,045, Malheur County,435,219,176,29,14,57,45,25,20,0,378,174,151,9,14,1262,197,1065
41045970900,41, Oregon,045, Malheur County,698,310,197,63,50,59,32,22,0,10,639,278,175,63,40,2123,283,1840
41049970101,41, Oregon,049, Morrow County,1236,717,435,94,188,232,183,45,44,94,1004,534,390,50,94,2284,359,1925
41049970102,41, Oregon,049, Morrow County,941,541,348,67,126,93,93,15,36,42,848,448,333,31,84,2286,235,2051
41049970200,41, Oregon,049, Morrow County,953,377,277,22,78,62,56,1,0,55,891,321,276,22,23,2605,245,2360
41063960100,41, Oregon,063, Wallowa County,580,176,142,0,34,9,1,0,0,1,571,175,142,0,33,1606,131,1475
41063960200,41, Oregon,063, Wallowa County,587,230,124,37,69,50,37,6,17,14,537,193,118,20,55,1534,138,1396
41063960300,41, Oregon,063, Wallowa County,917,343,279,6,58,38,35,4,0,31,879,308,275,6,27,2709,242,2467
41009970201,41, Oregon,009, Columbia County,940,354,225,32,97,33,26,8,3,15,907,328,217,29,82,2660,292,2368
41009970202,41, Oregon,009, Columbia County,939,316,168,65,83,51,39,15,0,24,888,277,153,65,59,2709,254,2455
41009970300,41, Oregon,009, Columbia County,1173,439,272,57,110,202,109,26,16,67,971,330,246,41,43,3515,581,2934
41009970400,41, Oregon,009, Columbia County,642,240,212,7,21,24,15,0,0,15,618,225,212,7,6,1966,159,1807
41009970500,41, Oregon,009, Columbia County,1812,656,409,124,123,106,89,28,0,61,1706,567,381,124,62,5542,451,5091
41009970600,41, Oregon,009, Columbia County,1806,510,441,31,38,8,0,0,0,0,1798,510,441,31,38,5177,173,5004
41009970700,41, Oregon,009, Columbia County,958,435,196,45,194,58,44,0,0,44,900,391,196,45,150,3189,382,2807
41009970800,41, Oregon,009, Columbia County,1985,1143,695,172,276,61,30,0,0,30,1924,1113,695,172,246,5449,532,4917
41009970900,41, Oregon,009, Columbia County,1346,519,374,88,57,23,0,0,0,0,1323,519,374,88,57,3806,248,3558
41009971000,41, Oregon,009, Columbia County,1492,663,423,50,190,39,35,0,0,35,1453,628,423,50,155,4374,336,4038
41009971100,41, Oregon,009, Columbia County,975,358,262,17,79,51,44,0,0,44,924,314,262,17,35,2808,241,2567
41051000101,41, Oregon,051, Multnomah County,678,404,303,29,72,29,29,0,29,0,649,375,303,0,72,2530,386,2144
41051000102,41, Oregon,051, Multnomah County,987,418,385,11,22,20,0,0,0,0,967,418,385,11,22,3060,202,2858
41051000201,41, Oregon,051, Multnomah County,796,447,354,47,46,12,0,0,0,0,784,447,354,47,46,2912,405,2507
41051000202,41, Oregon,051, Multnomah County,628,372,285,0,87,34,0,0,0,0,594,372,285,0,87,2581,356,2225
41051000301,41, Oregon,051, Multnomah County,1114,447,206,35,206,0,0,0,0,0,1114,447,206,35,206,3933,574,3359
41051000302,41, Oregon,051, Multnomah County,2131,1036,866,89,81,18,0,0,0,0,2113,1036,866,89,81,5432,294,5138
41051000401,41, Oregon,051, Multnomah County,940,467,405,24,38,29,19,0,19,0,911,448,405,5,38,2980,441,2539
41051000402,41, Oregon,051, Multnomah County,793,355,272,8,75,15,0,0,0,0,778,355,272,8,75,2831,235,2596
41051000501,41, Oregon,051, Multnomah County,902,472,353,79,40,68,46,0,33,13,834,426,353,46,27,3343,379,2964
41051000502,41, Oregon,051, Multnomah County,1115,483,222,56,205,46,46,14,0,32,1069,437,208,56,173,3571,300,3271
41051000601,41, Oregon,051, Multnomah County,1126,593,426,60,107,104,104,55,26,23,1022,489,371,34,84,3929,498,3431
41051000602,41, Oregon,051, Multnomah County,1182,654,385,86,183,83,32,8,0,24,1099,622,377,86,159,4152,687,3465
41051000701,41, Oregon,051, Multnomah County,1219,594,383,124,87,13,13,0,0,13,1206,581,383,124,74,3911,138,3773
41051000702,41, Oregon,051, Multnomah County,1379,540,488,38,14,108,59,59,0,0,1271,481,429,38,14,4633,631,4002
41051000801,41, Oregon,051, Multnomah County,1107,551,495,0,56,52,0,0,0,0,1055,551,495,0,56,3902,450,3452
41051000802,41, Oregon,051, Multnomah County,971,398,257,57,84,0,0,0,0,0,971,398,257,57,84,3727,631,3096
41051000901,41, Oregon,051, Multnomah County,767,379,288,38,53,0,0,0,0,0,767,379,288,38,53,3176,261,2915
41051000902,41, Oregon,051, Multnomah County,1021,479,289,14,176,53,40,0,0,40,968,439,289,14,136,4212,517,3695
41051001000,41, Oregon,051, Multnomah County,1153,508,465,0,43,49,0,0,0,0,1104,508,465,0,43,5071,629,4442
41051001101,41, Oregon,051, Multnomah County,242,63,52,0,11,32,11,0,0,11,210,52,52,0,0,2864,659,2205
41051001102,41, Oregon,051, Multnomah County,267,90,77,8,5,0,0,0,0,0,267,90,77,8,5,1162,106,1056
41051001202,41, Oregon,051, Multnomah County,815,246,224,10,12,5,0,0,0,0,810,246,224,10,12,2728,105,2623
41051001203,41, Oregon,051, Multnomah County,458,93,87,6,0,0,0,0,0,0,458,93,87,6,0,2622,364,2258
41051001204,41, Oregon,051, Multnomah County,399,66,26,0,40,0,0,0,0,0,399,66,26,0,40,2702,273,2429
41051001301,41, Oregon,051, Multnomah County,578,244,178,19,47,37,37,0,0,37,541,207,178,19,10,3219,432,2787
41051001302,41, Oregon,051, Multnomah County,809,396,346,37,13,11,11,11,0,0,798,385,335,37,13,2865,257,2608
41051001400,41, Oregon,051, Multnomah County,1203,622,550,47,25,0,0,0,0,0,1203,622,550,47,25,4992,410,4582
41051001500,41, Oregon,051, Multnomah County,956,484,326,56,102,0,0,0,0,0,956,484,326,56,102,2698,81,2617
41051001601,41, Oregon,051, Multnomah County,1235,516,473,0,43,31,0,0,0,0,1204,516,473,0,43,4647,466,4181
41051001602,41, Oregon,051, Multnomah County,1292,621,317,206,98,47,35,0,23,12,1245,586,317,183,86,3773,337,3436
41051001702,41, Oregon,051, Multnomah County,908,359,202,100,57,75,32,23,0,9,833,327,179,100,48,3065,527,2538
41051001703,41, Oregon,051, Multnomah County,946,468,302,0,166,96,96,63,0,33,850,372,239,0,133,3159,334,2825
41051001704,41, Oregon,051, Multnomah County,788,174,126,0,48,0,0,0,0,0,788,174,126,0,48,2409,142,2267
41051001801,41, Oregon,051, Multnomah County,782,288,214,41,33,13,0,0,0,0,769,288,214,41,33,3534,626,2908
41051001802,41, Oregon,051, Multnomah County,814,359,244,0,115,53,23,0,0,23,761,336,244,0,92,2888,213,2675
41051001900,41, Oregon,051, Multnomah County,1378,735,639,38,58,9,9,9,0,0,1369,726,630,38,58,3890,111,3779
41051002001,41, Oregon,051, Multnomah County,489,139,66,42,31,24,24,16,0,8,465,115,50,42,23,2118,367,1751
41051002002,41, Oregon,051, Multnomah County,597,294,145,58,91,40,21,21,0,0,557,273,124,58,91,3364,199,3165
41051002101,41, Oregon,051, Multnomah County,315,44,35,0,9,9,9,0,0,9,306,35,35,0,0,1601,281,1320
41051002102,41, Oregon,051, Multnomah County,287,43,17,13,13,1,0,0,0,0,286,43,17,13,13,1965,121,1844
41051002203,41, Oregon,051, Multnomah County,740,377,209,0,168,100,94,0,0,94,640,283,209,0,74,3679,458,3221
41051002303,41, Oregon,051, Multnomah County,370,201,111,0,90,76,57,0,0,57,294,144,111,0,33,3097,709,2388
41051002401,41, Oregon,051, Multnomah County,788,309,249,25,35,0,0,0,0,0,788,309,249,25,35,2422,73,2349
41051002402,41, Oregon,051, Multnomah County,505,160,81,17,62,17,17,0,17,0,488,143,81,0,62,2877,155,2722
41051002501,41, Oregon,051, Multnomah County,1423,685,604,11,70,0,0,0,0,0,1423,685,604,11,70,3514,40,3474
41051002502,41, Oregon,051, Multnomah County,818,393,257,14,122,45,14,0,0,14,773,379,257,14,108,3659,370,3289
41051002600,41, Oregon,051, Multnomah County,903,363,311,7,45,18,0,0,0,0,885,363,311,7,45,2239,77,2162
41051002701,41, Oregon,051, Multnomah County,760,415,372,11,32,18,10,10,0,0,742,405,362,11,32,2414,74,2340
41051002702,41, Oregon,051, Multnomah County,858,351,156,105,90,17,8,0,0,8,841,343,156,105,82,2973,372,2601
41051002801,41, Oregon,051, Multnomah County,823,356,316,23,17,13,13,0,13,0,810,343,316,10,17,2419,150,2269
41051002802,41, Oregon,051, Multnomah County,756,360,236,13,111,4,0,0,0,0,752,360,236,13,111,2487,151,2336
41051002901,41, Oregon,051, Multnomah County,1120,308,221,56,31,11,0,0,0,0,1109,308,221,56,31,3880,127,3753
41051002902,41, Oregon,051, Multnomah County,1466,796,432,162,202,50,38,0,0,38,1416,758,432,162,164,4911,479,4432
41051002903,41, Oregon,051, Multnomah County,897,504,244,142,118,51,38,0,19,19,846,466,244,123,99,3278,349,2929
41051003000,41, Oregon,051, Multnomah County,1616,639,429,74,136,80,80,0,12,68,1536,559,429,62,68,4096,70,4026
41051003100,41, Oregon,051, Multnomah County,1310,507,440,0,67,16,0,0,0,0,1294,507,440,0,67,4301,297,4004
41051003200,41, Oregon,051, Multnomah County,913,512,401,19,92,9,9,0,0,9,904,503,401,19,83,3437,316,3121
41051003301,41, Oregon,051, Multnomah County,594,374,219,22,133,51,51,0,0,51,543,323,219,22,82,2428,262,2166
41051003302,41, Oregon,051, Multnomah County,728,314,209,11,94,29,29,0,0,29,699,285,209,11,65,3477,283,3194
41051003401,41, Oregon,051, Multnomah County,742,342,195,24,123,125,119,8,24,87,617,223,187,0,36,2861,299,2562
41051003402,41, Oregon,051, Multnomah County,706,227,121,36,70,52,46,23,0,23,654,181,98,36,47,3751,652,3099
41051003501,41, Oregon,051, Multnomah County,662,319,246,23,50,45,26,0,0,26,617,293,246,23,24,3228,191,3037
41051003502,41, Oregon,051, Multnomah County,551,247,90,28,129,15,0,0,0,0,536,247,90,28,129,2647,199,2448
41051003601,41, Oregon,051, Multnomah County,1086,487,370,66,51,25,25,0,25,0,1061,462,370,41,51,3546,287,3259
41051003602,41, Oregon,051, Multnomah County,1316,730,524,0,206,127,113,82,0,31,1189,617,442,0,175,4973,616,4357
41051003603,41, Oregon,051, Multnomah County,355,136,113,23,0,18,18,12,6,0,337,118,101,17,0,1382,64,1318
41051003701,41, Oregon,051, Multnomah County,909,346,173,65,108,66,66,5,54,7,843,280,168,11,101,3502,486,3016
41051003702,41, Oregon,051, Multnomah County,530,248,218,0,30,9,0,0,0,0,521,248,218,0,30,2155,227,1928
41051003801,41, Oregon,051, Multnomah County,568,357,290,16,51,8,8,0,0,8,560,349,290,16,43,2194,224,1970
41051003802,41, Oregon,051, Multnomah County,721,277,207,19,51,47,47,0,7,40,674,230,207,12,11,3125,207,2918
41051003803,41, Oregon,051, Multnomah County,919,456,245,66,145,45,45,0,31,14,874,411,245,35,131,3521,289,3232
41051003902,41, Oregon,051, Multnomah County,840,335,264,20,51,9,9,0,0,9,831,326,264,20,42,2792,262,2530
41051003903,41, Oregon,051, Multnomah County,705,236,104,0,132,75,68,0,0,68,630,168,104,0,64,2637,354,2283
41051003904,41, Oregon,051, Multnomah County,966,402,263,67,72,51,45,0,45,0,915,357,263,22,72,3336,320,3016
41051004002,41, Oregon,051, Multnomah County,1007,396,355,0,41,23,22,0,0,22,984,374,355,0,19,3848,824,3024
41051004003,41, Oregon,051, Multnomah County,1580,905,522,14,369,521,399,164,0,235,1059,506,358,14,134,5111,1304,3807
41051004102,41, Oregon,051, Multnomah County,919,396,218,36,142,130,44,0,14,30,789,352,218,22,112,3989,583,3406
41051004103,41, Oregon,051, Multnomah County,910,567,299,121,147,40,0,0,0,0,870,567,299,121,147,2933,157,2776
41051004104,41, Oregon,051, Multnomah County,679,387,229,0,158,54,54,0,0,54,625,333,229,0,104,1924,234,1690
41051004200,41, Oregon,051, Multnomah County,587,309,198,21,90,51,45,0,0,45,536,264,198,21,45,3536,336,3200
41051004300,41, Oregon,051, Multnomah County,269,84,45,39,0,0,0,0,0,0,269,84,45,39,0,772,51,721
41051004500,41, Oregon,051, Multnomah County,537,201,73,34,94,17,17,0,0,17,520,184,73,34,77,2728,163,2565
41051004601,41, Oregon,051, Multnomah County,1010,356,356,0,0,8,8,8,0,0,1002,348,348,0,0,2914,165,2749
41051004602,41, Oregon,051, Multnomah County,537,278,249,14,15,0,0,0,0,0,537,278,249,14,15,1611,106,1505
41051004700,41, Oregon,051, Multnomah County,755,413,389,0,24,0,0,0,0,0,755,413,389,0,24,3204,438,2766
41051004800,41, Oregon,051, Multnomah County,221,47,47,0,0,8,0,0,0,0,213,47,47,0,0,2465,399,2066
41051004901,41, Oregon,051, Multnomah County,651,157,139,18,0,18,0,0,0,0,633,157,139,18,0,2902,301,2601
41051004902,41, Oregon,051, Multnomah County,123,11,0,0,11,25,0,0,0,0,98,11,0,0,11,2359,691,1668
41051005001,41, Oregon,051, Multnomah County,399,106,22,68,16,0,0,0,0,0,399,106,22,68,16,2941,309,2632
41051005002,41, Oregon,051, Multnomah County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876,94,782
41051005101,41, Oregon,051, Multnomah County,809,114,85,0,29,0,0,0,0,0,809,114,85,0,29,3569,436,3133
41051005102,41, Oregon,051, Multnomah County,744,107,62,23,22,29,0,0,0,0,715,107,62,23,22,2797,194,2603
41051005103,41, Oregon,051, Multnomah County,219,93,93,0,0,93,93,93,0,0,126,0,0,0,0,2458,932,1526
41051005201,41, Oregon,051, Multnomah County,140,0,0,0,0,0,0,0,0,0,140,0,0,0,0,2218,599,1619
41051005202,41, Oregon,051, Multnomah County,532,272,97,24,151,0,0,0,0,0,532,272,97,24,151,2559,214,2345
41051005500,41, Oregon,051, Multnomah County,303,83,62,0,21,71,21,0,0,21,232,62,62,0,0,2200,741,1459
41051005601,41, Oregon,051, Multnomah County,397,88,15,17,56,94,56,0,0,56,303,32,15,17,0,2360,662,1698
41051005602,41, Oregon,051, Multnomah County,128,18,18,0,0,18,18,18,0,0,110,0,0,0,0,1355,725,630
41051005701,41, Oregon,051, Multnomah County,69,34,8,0,26,0,0,0,0,0,69,34,8,0,26,726,268,458
41051005702,41, Oregon,051, Multnomah County,444,49,49,0,0,0,0,0,0,0,444,49,49,0,0,3251,465,2786
41051005800,41, Oregon,051, Multnomah County,1227,663,544,26,93,14,0,0,0,0,1213,663,544,26,93,3461,282,3179
41051005901,41, Oregon,051, Multnomah County,453,175,108,4,63,4,4,0,4,0,449,171,108,0,63,2130,206,1924
41051005902,41, Oregon,051, Multnomah County,659,144,76,18,50,50,50,0,0,50,609,94,76,18,0,3208,449,2759
41051005903,41, Oregon,051, Multnomah County,723,204,110,36,58,0,0,0,0,0,723,204,110,36,58,3042,220,2822
41051006001,41, Oregon,051, Multnomah County,365,139,89,12,38,10,0,0,0,0,355,139,89,12,38,1290,78,1212
41051006002,41, Oregon,051, Multnomah County,589,257,216,6,35,6,6,0,0,6,583,251,216,6,29,1863,161,1702
41051006100,41, Oregon,051, Multnomah County,777,258,225,18,15,50,5,5,0,0,727,253,220,18,15,1941,147,1794
41051006200,41, Oregon,051, Multnomah County,766,382,325,33,24,26,26,0,26,0,740,356,325,7,24,2521,202,2319
41051006300,41, Oregon,051, Multnomah County,1240,573,549,6,18,24,0,0,0,0,1216,573,549,6,18,3450,227,3223
41051006402,41, Oregon,051, Multnomah County,1790,856,776,22,58,14,14,14,0,0,1776,842,762,22,58,4673,107,4566
41051006403,41, Oregon,051, Multnomah County,1082,530,384,52,94,59,0,0,0,0,1023,530,384,52,94,3205,310,2895
41051006404,41, Oregon,051, Multnomah County,832,368,318,0,50,59,59,32,0,27,773,309,286,0,23,2669,138,2531
41051006501,41, Oregon,051, Multnomah County,1744,698,569,0,129,12,12,0,0,12,1732,686,569,0,117,4555,154,4401
41051006502,41, Oregon,051, Multnomah County,1058,394,288,0,106,38,38,0,0,38,1020,356,288,0,68,4021,265,3756
41051006601,41, Oregon,051, Multnomah County,767,285,217,13,55,0,0,0,0,0,767,285,217,13,55,2153,50,2103
41051006602,41, Oregon,051, Multnomah County,1192,638,428,11,199,95,56,21,0,35,1097,582,407,11,164,4565,503,4062
41051006701,41, Oregon,051, Multnomah County,871,402,329,10,63,29,10,0,0,10,842,392,329,10,53,2393,165,2228
41051006702,41, Oregon,051, Multnomah County,891,437,269,29,139,56,45,0,0,45,835,392,269,29,94,2328,222,2106
41051006801,41, Oregon,051, Multnomah County,565,285,231,11,43,42,30,6,0,24,523,255,225,11,19,1727,266,1461
41051006802,41, Oregon,051, Multnomah County,1026,536,392,20,124,90,12,12,0,0,936,524,380,20,124,2766,232,2534
41051006900,41, Oregon,051, Multnomah County,873,402,318,16,68,56,28,0,0,28,817,374,318,16,40,2114,167,1947
41051007001,41, Oregon,051, Multnomah County,1493,781,732,35,14,0,0,0,0,0,1493,781,732,35,14,3911,41,3870
41051007002,41, Oregon,051, Multnomah County,795,365,357,0,8,12,0,0,0,0,783,365,357,0,8,2027,54,1973
41051007100,41, Oregon,051, Multnomah County,567,165,145,8,12,33,23,11,0,12,534,142,134,8,0,2114,97,2017
41051007201,41, Oregon,051, Multnomah County,711,114,54,16,44,27,0,0,0,0,684,114,54,16,44,2246,222,2024
41051007202,41, Oregon,051, Multnomah County,830,301,157,122,22,57,35,24,0,11,773,266,133,122,11,2484,168,2316
41051007300,41, Oregon,051, Multnomah County,82,65,29,22,14,17,17,0,17,0,65,48,29,5,14,450,197,253
41051007400,41, Oregon,051, Multnomah County,734,368,193,51,124,129,100,38,0,62,605,268,155,51,62,2669,444,2225
41051007500,41, Oregon,051, Multnomah County,837,354,224,29,101,24,0,0,0,0,813,354,224,29,101,3878,346,3532
41051007600,41, Oregon,051, Multnomah County,777,473,241,174,58,103,78,26,0,52,674,395,215,174,6,2342,262,2080
41051007700,41, Oregon,051, Multnomah County,430,142,82,42,18,20,15,15,0,0,410,127,67,42,18,1649,137,1512
41051007800,41, Oregon,051, Multnomah County,459,198,144,0,54,47,42,0,0,42,412,156,144,0,12,1453,281,1172
41051007900,41, Oregon,051, Multnomah County,1012,407,200,9,198,81,53,5,0,48,931,354,195,9,150,3341,495,2846
41051008001,41, Oregon,051, Multnomah County,847,530,181,288,61,8,0,0,0,0,839,530,181,288,61,2501,150,2351
41051008002,41, Oregon,051, Multnomah County,729,343,155,176,12,14,0,0,0,0,715,343,155,176,12,2451,166,2285
41051008100,41, Oregon,051, Multnomah County,1594,698,392,100,206,328,249,25,51,173,1266,449,367,49,33,5208,1014,4194
41051008201,41, Oregon,051, Multnomah County,761,396,296,26,74,103,70,18,26,26,658,326,278,0,48,2114,226,1888
41051008203,41, Oregon,051, Multnomah County,1207,537,422,50,65,81,65,0,0,65,1126,472,422,50,0,3870,551,3319
41051008204,41, Oregon,051, Multnomah County,515,310,245,14,51,118,105,65,0,40,397,205,180,14,11,1208,83,1125
41051008301,41, Oregon,051, Multnomah County,856,323,183,29,111,135,49,0,23,26,721,274,183,6,85,3059,803,2256
41051008302,41, Oregon,051, Multnomah County,1004,440,230,74,136,123,88,30,8,50,881,352,200,66,86,3864,659,3205
41051008400,41, Oregon,051, Multnomah County,883,524,372,60,92,105,61,23,8,30,778,463,349,52,62,3080,509,2571
