Year,Month,State,County,Rate
1995,April,Oregon,Lane County,5.4
1995,April,Oregon,Multnomah County,4.3
1995,December,Oregon,Polk County,4.0
1995,December,Oregon,Yamhill County,3.8
1995,December,Oregon,Jefferson County,7.2
1995,December,Oregon,Josephine County,8.8
1995,December,Oregon,Hood River County,8.2
1995,December,Oregon,Klamath County,6.9
1995,December,Oregon,Baker County,10.1
1995,December,Oregon,Curry County,9.2
1995,December,Oregon,Linn County,6.3
1995,December,Oregon,Umatilla County,7.8
1995,December,Oregon,Lincoln County,8.7
1995,December,Oregon,Jackson County,6.6
1995,December,Oregon,Marion County,5.3
1995,December,Oregon,Tillamook County,6.3
1995,December,Oregon,Wasco County,8.6
1995,December,Oregon,Morrow County,9.1
1995,December,Oregon,Malheur County,7.0
1995,December,Oregon,Clatsop County,6.4
1995,December,Oregon,Benton County,2.3
1995,December,Oregon,Union County,6.7
1995,December,Oregon,Coos County,7.6
1995,December,Oregon,Lake County,9.5
1995,December,Oregon,Washington County,2.9
1995,December,Oregon,Douglas County,8.5
1995,December,Oregon,Clackamas County,3.1
1995,December,Oregon,Sherman County,8.0
1995,December,Oregon,Crook County,8.1
1995,December,Oregon,Gilliam County,3.4
1995,December,Oregon,Harney County,10.4
1995,December,Oregon,Deschutes County,7.1
1995,December,Oregon,Columbia County,5.1
1995,December,Oregon,Wheeler County,6.7
1995,December,Oregon,Grant County,10.8
1995,December,Oregon,Wallowa County,11.2
1995,December,Oregon,Lane County,5.3
1995,December,Oregon,Multnomah County,3.9
1995,July,Oregon,Polk County,3.8
1995,July,Oregon,Yamhill County,3.9
1995,July,Oregon,Jefferson County,6.5
1995,July,Oregon,Josephine County,8.1
1995,July,Oregon,Hood River County,8.3
1995,July,Oregon,Klamath County,6.7
1995,July,Oregon,Baker County,6.1
1995,July,Oregon,Curry County,6.0
1995,July,Oregon,Linn County,5.8
1995,July,Oregon,Umatilla County,6.4
1995,July,Oregon,Lincoln County,5.6
1995,July,Oregon,Jackson County,7.1
1995,July,Oregon,Marion County,4.5
1995,July,Oregon,Tillamook County,4.1
1995,July,Oregon,Wasco County,5.5
1995,July,Oregon,Morrow County,9.1
1995,July,Oregon,Malheur County,8.3
1995,July,Oregon,Clatsop County,4.1
1995,July,Oregon,Benton County,2.3
1995,July,Oregon,Union County,5.0
1995,July,Oregon,Coos County,7.4
1995,July,Oregon,Lake County,7.2
1995,July,Oregon,Washington County,3.2
1995,July,Oregon,Douglas County,7.4
1995,July,Oregon,Clackamas County,3.3
1995,July,Oregon,Sherman County,5.9
1995,July,Oregon,Crook County,6.8
1995,July,Oregon,Gilliam County,3.3
1995,July,Oregon,Harney County,9.6
1995,July,Oregon,Deschutes County,5.9
1995,July,Oregon,Columbia County,4.7
1995,July,Oregon,Wheeler County,4.5
1995,July,Oregon,Grant County,6.1
1995,July,Oregon,Wallowa County,7.5
1995,July,Oregon,Lane County,5.2
1995,July,Oregon,Multnomah County,4.3
1995,November,Oregon,Polk County,3.9
1995,November,Oregon,Yamhill County,3.8
1995,November,Oregon,Jefferson County,6.4
1995,November,Oregon,Josephine County,8.3
1995,November,Oregon,Hood River County,8.6
1995,November,Oregon,Klamath County,6.5
1995,November,Oregon,Baker County,8.1
1995,November,Oregon,Curry County,8.7
1995,November,Oregon,Linn County,6.1
1995,November,Oregon,Umatilla County,6.7
1995,November,Oregon,Lincoln County,8.5
1995,November,Oregon,Jackson County,6.3
1995,November,Oregon,Marion County,5.0
1995,November,Oregon,Tillamook County,6.2
1995,November,Oregon,Wasco County,7.6
1995,November,Oregon,Morrow County,8.3
1995,November,Oregon,Malheur County,6.4
1995,November,Oregon,Clatsop County,6.2
1995,November,Oregon,Benton County,2.2
1995,November,Oregon,Union County,7.2
1995,November,Oregon,Coos County,7.5
1995,November,Oregon,Lake County,8.5
1995,November,Oregon,Washington County,3.0
1995,November,Oregon,Douglas County,8.5
1995,November,Oregon,Clackamas County,3.2
1995,November,Oregon,Sherman County,8.0
1995,November,Oregon,Crook County,8.1
1995,November,Oregon,Gilliam County,3.6
1995,November,Oregon,Harney County,9.2
1995,November,Oregon,Deschutes County,7.2
1995,November,Oregon,Columbia County,5.1
1995,November,Oregon,Wheeler County,7.2
1995,November,Oregon,Grant County,9.2
1995,November,Oregon,Wallowa County,11.6
1995,November,Oregon,Lane County,5.2
1995,November,Oregon,Multnomah County,4.0
1994,February,Oregon,Polk County,6.3
1994,February,Oregon,Yamhill County,5.7
1994,February,Oregon,Jefferson County,10.1
1994,February,Oregon,Josephine County,11.7
1994,February,Oregon,Hood River County,9.9
1994,February,Oregon,Klamath County,12.6
1994,February,Oregon,Baker County,12.0
1994,February,Oregon,Curry County,10.9
1994,February,Oregon,Linn County,9.1
1994,February,Oregon,Umatilla County,10.6
1994,February,Oregon,Lincoln County,8.2
1994,February,Oregon,Jackson County,8.6
1994,February,Oregon,Marion County,7.5
1994,February,Oregon,Tillamook County,6.3
1994,February,Oregon,Wasco County,11.0
1994,February,Oregon,Morrow County,10.8
1994,February,Oregon,Malheur County,10.8
1994,February,Oregon,Clatsop County,8.8
1994,February,Oregon,Benton County,3.4
1994,February,Oregon,Union County,8.1
1994,February,Oregon,Coos County,10.7
1994,February,Oregon,Lake County,13.3
1994,February,Oregon,Washington County,4.7
1994,February,Oregon,Douglas County,12.3
1994,February,Oregon,Clackamas County,4.8
1994,February,Oregon,Sherman County,8.4
1994,February,Oregon,Crook County,10.3
1994,February,Oregon,Gilliam County,5.4
1994,February,Oregon,Harney County,12.7
1994,February,Oregon,Deschutes County,11.0
1994,February,Oregon,Columbia County,8.6
1994,February,Oregon,Wheeler County,18.3
1994,February,Oregon,Grant County,14.6
1994,February,Oregon,Wallowa County,12.4
1994,February,Oregon,Lane County,7.0
1994,February,Oregon,Multnomah County,6.3
1994,October,Oregon,Polk County,3.6
1994,October,Oregon,Yamhill County,3.8
1994,October,Oregon,Jefferson County,5.1
1994,October,Oregon,Josephine County,7.6
1994,October,Oregon,Hood River County,4.8
1994,October,Oregon,Klamath County,6.2
1994,October,Oregon,Baker County,5.7
1994,October,Oregon,Curry County,6.0
1994,October,Oregon,Linn County,5.8
1994,October,Oregon,Umatilla County,4.6
1994,October,Oregon,Lincoln County,5.1
1994,October,Oregon,Jackson County,5.1
1994,October,Oregon,Marion County,4.1
1994,October,Oregon,Tillamook County,3.7
1994,October,Oregon,Wasco County,5.8
1994,October,Oregon,Morrow County,5.3
1994,October,Oregon,Malheur County,3.7
1994,October,Oregon,Clatsop County,5.2
1994,October,Oregon,Benton County,1.9
1994,October,Oregon,Union County,4.5
1994,October,Oregon,Coos County,7.4
1994,October,Oregon,Lake County,5.3
1994,October,Oregon,Washington County,3.1
1994,October,Oregon,Douglas County,7.0
1994,October,Oregon,Clackamas County,3.1
1994,October,Oregon,Sherman County,6.1
1994,October,Oregon,Crook County,5.9
1994,October,Oregon,Gilliam County,2.8
1994,October,Oregon,Harney County,6.9
1994,October,Oregon,Deschutes County,5.6
1994,October,Oregon,Columbia County,4.6
1994,October,Oregon,Wheeler County,5.7
1994,October,Oregon,Grant County,5.1
1994,October,Oregon,Wallowa County,6.2
1994,October,Oregon,Lane County,4.2
1994,October,Oregon,Multnomah County,4.2
1994,March,Oregon,Polk County,6.1
1994,March,Oregon,Yamhill County,5.0
1994,March,Oregon,Jefferson County,8.6
1994,March,Oregon,Josephine County,11.1
1994,March,Oregon,Hood River County,9.1
1994,March,Oregon,Klamath County,12.1
1994,March,Oregon,Baker County,12.1
1994,March,Oregon,Curry County,9.9
1994,March,Oregon,Linn County,8.7
1994,March,Oregon,Umatilla County,9.7
1994,March,Oregon,Lincoln County,7.6
1994,March,Oregon,Jackson County,8.2
1994,March,Oregon,Marion County,7.1
1994,March,Oregon,Tillamook County,6.1
1994,March,Oregon,Wasco County,9.8
1994,March,Oregon,Morrow County,10.2
1994,March,Oregon,Malheur County,10.9
1994,March,Oregon,Clatsop County,8.1
1994,March,Oregon,Benton County,3.3
1994,March,Oregon,Union County,9.3
1994,March,Oregon,Coos County,10.4
1994,March,Oregon,Lake County,13.0
1994,March,Oregon,Washington County,4.5
1994,March,Oregon,Douglas County,11.7
1994,March,Oregon,Clackamas County,4.5
1994,March,Oregon,Sherman County,7.0
1994,March,Oregon,Crook County,10.3
1994,March,Oregon,Gilliam County,4.5
1994,March,Oregon,Harney County,15.0
1994,March,Oregon,Deschutes County,10.0
1994,March,Oregon,Columbia County,7.8
1994,March,Oregon,Wheeler County,19.1
1994,March,Oregon,Grant County,18.0
1994,March,Oregon,Wallowa County,15.2
1994,March,Oregon,Lane County,6.6
1994,March,Oregon,Multnomah County,5.8
1994,August,Oregon,Polk County,3.9
1994,August,Oregon,Yamhill County,4.4
1994,August,Oregon,Jefferson County,4.8
1994,August,Oregon,Josephine County,8.5
1994,August,Oregon,Hood River County,9.2
1994,August,Oregon,Klamath County,7.3
1994,August,Oregon,Baker County,6.1
1994,August,Oregon,Curry County,5.8
1994,August,Oregon,Linn County,6.2
1994,August,Oregon,Umatilla County,5.6
1994,August,Oregon,Lincoln County,4.9
1994,August,Oregon,Jackson County,6.8
1994,August,Oregon,Marion County,4.7
1994,August,Oregon,Tillamook County,3.8
1994,August,Oregon,Wasco County,6.9
1994,August,Oregon,Morrow County,6.4
1994,August,Oregon,Malheur County,5.1
1994,August,Oregon,Clatsop County,4.9
1994,August,Oregon,Benton County,2.4
1994,August,Oregon,Union County,4.5
1994,August,Oregon,Coos County,8.0
1994,August,Oregon,Lake County,6.0
1994,August,Oregon,Washington County,3.6
1994,August,Oregon,Douglas County,8.4
1994,August,Oregon,Clackamas County,3.6
1994,August,Oregon,Sherman County,6.9
1994,August,Oregon,Crook County,6.3
1994,August,Oregon,Gilliam County,2.6
1994,August,Oregon,Harney County,7.5
1994,August,Oregon,Deschutes County,5.9
1994,August,Oregon,Columbia County,6.0
1994,August,Oregon,Wheeler County,6.9
1994,August,Oregon,Grant County,5.5
1994,August,Oregon,Wallowa County,5.3
1994,August,Oregon,Lane County,5.1
1994,August,Oregon,Multnomah County,4.7
1994,May,Oregon,Polk County,4.3
1994,May,Oregon,Yamhill County,3.7
1994,May,Oregon,Jefferson County,5.2
1994,May,Oregon,Josephine County,8.1
1994,May,Oregon,Hood River County,8.7
1994,May,Oregon,Klamath County,7.7
1994,May,Oregon,Baker County,6.8
1994,May,Oregon,Curry County,6.4
1994,May,Oregon,Linn County,6.5
1994,May,Oregon,Umatilla County,6.1
1994,May,Oregon,Lincoln County,5.1
1994,May,Oregon,Jackson County,6.4
1994,May,Oregon,Marion County,5.1
1994,May,Oregon,Tillamook County,3.9
1994,May,Oregon,Wasco County,6.5
1994,May,Oregon,Morrow County,8.5
1994,May,Oregon,Malheur County,7.0
1994,May,Oregon,Clatsop County,5.3
1994,May,Oregon,Benton County,2.3
1994,May,Oregon,Union County,6.7
1994,May,Oregon,Coos County,7.8
1994,May,Oregon,Lake County,7.7
1994,May,Oregon,Washington County,3.6
1994,May,Oregon,Douglas County,8.4
1994,May,Oregon,Clackamas County,3.5
1994,May,Oregon,Sherman County,5.0
1994,May,Oregon,Crook County,6.6
1994,May,Oregon,Gilliam County,3.2
1994,May,Oregon,Harney County,9.7
1994,May,Oregon,Deschutes County,6.7
1994,May,Oregon,Columbia County,6.3
1994,May,Oregon,Wheeler County,11.1
1994,May,Oregon,Grant County,10.1
1994,May,Oregon,Wallowa County,9.7
1994,May,Oregon,Lane County,5.0
1994,May,Oregon,Multnomah County,4.6
1994,January,Oregon,Polk County,6.3
1994,January,Oregon,Yamhill County,5.9
1994,January,Oregon,Jefferson County,10.3
1994,January,Oregon,Josephine County,11.9
1994,January,Oregon,Hood River County,10.4
1994,January,Oregon,Klamath County,12.1
1994,January,Oregon,Baker County,11.7
1994,January,Oregon,Curry County,11.5
1994,January,Oregon,Linn County,9.6
1994,January,Oregon,Umatilla County,11.4
1994,January,Oregon,Lincoln County,8.8
1994,January,Oregon,Jackson County,8.6
1994,January,Oregon,Marion County,7.9
1994,January,Oregon,Tillamook County,6.9
1994,January,Oregon,Wasco County,11.6
1994,January,Oregon,Morrow County,17.4
1994,January,Oregon,Malheur County,8.8
